"publisherid","name"
39365,"Coconino Press"
39366,"NAL"
39367,"OtherLove Publishing, LLC"
39368,"Scholastic Press"
39369,"Crown Forum"
39370,"HarperCollins"
39371,"Aidai"
39372,"Giunti"
39373,"Viking"
39374,"Plume"
39375,"Catapult"
39376,"Ballantine Books"
39377,"Teresa Mummert"
39378,"Bloomsbury Publishing PLC"
39379,"Chronicle Books"
39380,"Everafter Romance"
39381,"Independently Published"
39382,"R'Ocean"
39383,"Greenwillow Books"
39384,"Pearl Publication"
39385,"Yen On"
39386,"Omnibus Press"
39387,"Little, Brown Books for Young Readers"
39388,"Graphix"
39389,"Planeta Publishing"
39390,"Andrews McMeel Publishing"
39391,"Anagrama"
39392,"St. Martin's Press"
39393,"P.O.L"
39394,""
39395,"Red Moon Productions Ltd."
39396,"Montlake Romance"
39397,"Sacred Forest Publishing"
39398,"Flatiron Books"
39399,"منشورات مدينة الشارقة للخدمات الإنسانية"
39400,"Doubleday Childrens"
39401,"Cambridge University Press"
39402,"Tokyopop"
39403,"Putnam Juvenile"
39404,"HMH Books for Young Readers"
39405,"University of Toronto Press, Scholarly Publishing Division"
39406,"Little, Brown Books for Young Readers"
39407,"Signature Books"
39408,"Flux"
39409,"Universe"
39410,"Fischer"
39411,"HarperTorch"
39412,"Berkley"
39413,"Çınar Yayınları"
39414,"Multnomah"
39415,"Penguin"
39416,"Think"
39417,"Tor Books"
39418,"W. W. Norton Company"
39419,"Oxford University Press, USA"
39420,"HarperOne"
39421,"Osho International Foundation"
39422,"Pocket Books"
39423,"Atria Books"
39424,"Bethany House Publishers"
39425,"France loisirs"
39426,"HarperFestival"
39427,"Red Dress Ink"
39428,"Johns Hopkins University Press"
39429,"Baen Books"
39430,"Tarcherperigee"
39431,"Distractions Incorporated"
39432,"Holloway House"
39433,"Signet"
39434,"Pan Macmillan"
39435,"Creation House"
39436,"Volo"
39437,"Karisto"
39438,"Authors Choice Press"
39439,"Scholastic Press"
39440,"Scribner"
39441,"Vintage"
39442,"PM Press"
39443,"Roc"
39444,"Academy Chicago Publishers"
39445,"Chronicle Books"
39446,"Touchstone"
39447,"Viz Media"
39448,"Albert Whitman Company"
39449,"McBooks Press"
39450,"Tyndale House Pub"
39451,"Silhouette Books"
39452,"Del Rey Books"
39453,"PT Bentang Pustaka"
39454,"Orbit"
39455,"تهران، پیام آزادی، 1382"
39456,"Fawcett"
39457,"Jove"
39458,"Wheeler Publishing"
39459,"Silhouette Audio"
39460,"Harper & Row"
39461,"Simon & Schuster"
39462,"Toby Press"
39463,"Gagas Media"
39464,""
39465,"Moody Pr"
39466,"Skylark"
39467,"Avon"
39468,"Shogakukan"
39469,"Con Amore"
39470,"Marion Boyars Publishers Ltd"
39471,"William Morrow"
39472,"St. Martin's Press"
39473,"Random House Trade Paperbacks"
39474,"Scholastic Canada"
39475,"Dover Publications"
39476,"Authentic"
39477,"Agone"
39478,"IVP Books"
39479,"Emece Editores"
39480,"HarperOne"
39481,"Bantam Books"
39482,"Bloomsbury USA Children's Books"
39483,"Gutenberg"
39484,"Renaissance Alliance Publishing"
39485,"Editorial Forja"
39486,"W. W. Norton & Company"
39487,"Ballantine Books"
39488,"HarperCollins"
39489,"Ballantine Books"
39490,"Allen & Unwin"
39491,"Bethany House Publishers"
39492,"Signet Eclipse"
39493,"Humanitas"
39494,"Jove / Penguin Group"
39495,"Berkley Publishing Group"
39496,"Avon"
39497,"Flanker Press"
39498,"Tuttle Publishing"
39499,"m & C"
39500,"Little, Brown and Company"
39501,"Zondervan"
39502,"Rodale Books"
39503,"Ballantine Books"
39504,"Plume Books"
39505,"Castalia Publishing Company"
39506,"Gepetto Garten"
39507,"Berkley"
39508,""
39509,"Simon & Schuster Children's Publishing"
39510,""
39511,"Simon Pulse"
39512,"Kensington Publishing Corporation"
39513,"Mouse Works"
39514,"Little, Brown and Company"
39515,"Avon"
39516,""
39517,"Doubleday"
39518,"Ballantine Books"
39519,"Mariner Books"
39520,"Mariner Books"
39521,"Random House Trade Paperbacks"
39522,"Orbit"
39523,"Cumberland House Publishing"
39524,"Forge Books"
39525,"HMH Books for Young Readers"
39526,"TokyoPop"
39527,"Corgi"
39528,"Yearling"
39529,"Barbour Books"
39530,"Arrow"
39531,"Harvill Secker"
39532,"Thomas Nelson"
39533,"The Doubleday Religious Publishing Group"
39534,""
39535,"Pedlar Press"
39536,"Scholastic"
39537,""
39538,"Wordsworth Editions"
39539,"brunel200"
39540,"Cleis Press"
39541,"Γράμματα"
39542,"Andrews McMeel Publishing"
39543,"HarperCollins"
39544,"Penguin Classics"
39545,"HarperCollins Publishers Ltd"
39546,"Publications International"
39547,"Knopf Books for Young Readers"
39548,"Multnomah"
39549,"Thomas Dunne Books"
39550,"Hachette Books"
39551,"Collins"
39552,"Pimlico"
39553,"Penguin Classics"
39554,"The Season Publishing"
39555,"Tell-Tale Publishing Group, LLC"
39556,"Pocket Books"
39557,"Berkley"
39558,"Harlequin Teen"
39559,"SmartPop"
39560,"TokyoPop"
39561,"Allen & Unwin Academic"
39562,"কাকলী প্রকাশনী"
39563,""
39564,""
39565,"Colonial Williamsburg Foundation"
39566,"Kristen Proby Publishing"
39567,"Grove Press"
39568,"Bloomsbury Publishing PLC"
39569,"Baen Books"
39570,"Michael Ray Taylor"
39571,"Simon Pulse"
39572,"Sangam Books Ltd"
39573,"Atlantic"
39574,"Hodder & Stoughton"
39575,"Brava"
39576,"Bethany House Publishers"
39577,"Scholastic Inc."
39578,"Sweet Valley"
39579,"Konecky & Konecky"
39580,"Hodder & Stoughton"
39581,"Metal Blonde Books"
39582,"Baen Books"
39583,"DAW"
39584,"Razorbill"
39585,"Calidream Publishing"
39586,"HarperCollins"
39587,"Farrar, Straus and Giroux (BYR)"
39588,"Covenant Communications"
39589,"Penguin Books"
39590,"Carroll & Graf"
39591,"Beau to Beau Publishing"
39592,"HarperElement"
39593,"Outskirts Press"
39594,"Plaza y Janes"
39595,"Hill & Wang"
39596,"Ballantine Books"
39597,"Ueberreuter"
39598,"Zatpix"
39599,"Amazon Crossing"
39600,"Pear Jam Books"
39601,"Anagrama"
39602,"Carroll & Graf Publishers"
39603,"دار الفكر - بيروت"
39604,"iBooks"
39605,"Kensington"
39606,"Tor Books"
39607,""
39608,"Darussalam"
39609,""
39610,""
39611,""
39612,"Amazon Digital Services, Inc"
39613,"NavPress Publishing Group"
39614,"G. P. Putnam's Sons"
39615,"Kirk Parolles"
39616,"Tōsuisha"
39617,""
39618,"Harper Sloan"
39619,"Washington Square Press"
39620,""
39621,"Puffin"
39622,"Holt Paperbacks"
39623,"Createspace Independent Publishing Platform"
39624,"Harcourt, Inc."
39625,"Little Bookroom"
39626,"Graphic Universe (Tm)"
39627,"Sterling"
39628,"Torquere Press"
39629,"Wizards of the Coast"
39630,"Create Space"
39631,"Dial Books"
39632,"Penguin Classics"
39633,"McGraw-Hill"
39634,"Sphere"
39635,"ملتزم للطبع والنشر"
39636,"Harper Perennial"
39637,"Portfolio"
39638,"Chatto & Windus"
39639,"Emecé"
39640,"Walker"
39641,"Koekoesan"
39642,"Bantam Children"
39643,"Zebra"
39644,"Dreamspinner Press"
39645,"Feltrinelli"
39646,"Jove"
39647,"Edebé"
39648,"Knopf"
39649,"Bukune"
39650,"Lyrical Lit. Publishing"
39651,"Little, Brown Books for Young Readers"
39652,"Benjamin Cummings"
39653,""
39654,"HarperCollins Publishers"
39655,"Delacorte Books for Young Readers"
39656,"Balfour Books"
39657,"New York: Fawcett Crest"
39658,"Little, Brown Books for Young Readers"
39659,"Roc"
39660,"Simon & Schuster"
39661,""
39662,""
39663,"E.L. Publishing"
39664,"Worldwide Library"
39665,"Колибри"
39666,"Hodder & Stoughton"
39667,""
39668,"The King's Press"
39669,"Harvest House Publishers"
39670,"Suspense Publishing"
39671,"Royal Society of Chemistry"
39672,"Little, Brown Book Group"
39673,"Fq Classics"
39674,""
39675,"Bantam"
39676,"Sinar Harapan"
39677,"Flip City Media Inc."
39678,"Karuna Prokashani"
39679,"Harper Perennial"
39680,"دار الرسم بالكلمات للنشر والتوزيع"
39681,"Marvel"
39682,"Alicia Howard Presents (Loyalty Ink Publications)"
39683,"Random House Audio"
39684,"Reclam"
39685,"Hachette Australia"
39686,"Delacorte Books for Young Readers"
39687,"Grosset & Dunlap"
39688,"Dreamspinner Press"
39689,"Mullin, Michael"
39690,"Beverly Preston"
39691,"Simon Schuster"
39692,"Hachette Books"
39693,""
39694,"Tellerup"
39695,""
39696,"Hodder and Stoughton Ltd."
39697,"Tammi"
39698,"Simon Schuster Books for Young Readers"
39699,"VIVA PSICOM"
39700,"MIRA"
39701,""
39702,"Parasite Publications"
39703,"Penguin Books"
39704,"Point"
39705,"Stone Bridge Press"
39706,"Coronet"
39707,"Createspace"
39708,"POWER of ONE"
39709,"Scholastic Hippo"
39710,"Ediciones Intempestivas"
39711,"HladoHlas"
39712,"Little, Brown Books for Young Readers"
39713,"Headline Publishing"
39714,"Gramedia Pustaka Utama"
39715,"Ballantine Books"
39716,"Carlsen Impress"
39717,"Belknap Press"
39718,"Sandra L. Smith"
39719,"Barnes & Noble Inc"
39720,"Digital Manga Publishing"
39721,"Bantam Books"
39722,"Fundamento"
39723,"Shock Totem Publications"
39724,"Anchor Books"
39725,"Tarcherperigee"
39726,""
39727,"Orbit"
39728,"Bantam"
39729,"Andres"
39730,"Viking"
39731,"Virago Press"
39732,"Tor Books"
39733,"Pantheon"
39734,"Sword & Cross Publishing"
39735,"Boekerij"
39736,""
39737,"Pogue Press"
39738,"Delta"
39739,"Ace Books"
39740,"HarperCollins"
39741,"Scimitar Press"
39742,"eReads.com"
39743,"Bertrand"
39744,"Seal Press"
39745,"Ballantine Books"
39746,"HarperCollins"
39747,""
39748,"Epiphany Printing"
39749,"Aufbau Verlag"
39750,"Книгоиздателство „Георги Бакалов“ Варна"
39751,""
39752,"St. Martin's Press"
39753,"Chronicle Books"
39754,"Sacred Forest Publishing"
39755,"Tor Books"
39756,"Hearst Avon"
39757,"Penguin Books"
39758,"les Moutons électriques"
39759,"Amazon Digital Services"
39760,"Image Comics"
39761,"Scholastic Press"
39762,"Simon & Schuster"
39763,"Broadway"
39764,"Simon Spotlight"
39765,"Aladdin Paperbacks"
39766,"Lindee Robinson Photography Part 2

60 books — 2 voters"
39767,"Dover Publications"
39768,"Plume"
39769,"Rowman & Littlefield Publishers"
39770,"Espasa Calpe Mexicana, S.A."
39771,"Yapı Kredi Yayınları"
39772,"Perfection Learning"
39773,"Warner Books (NY)"
39774,"Scribner"
39775,"Anaconda Verlag GmbH"
39776,"Frog Books"
39777,"Gallery Books"
39778,"NYR Children's Collection"
39779,"University of Queensland Press"
39780,"Fed. Espírita Brasileira (FEB)"
39781,"Waterhouse Press LLC"
39782,"bHd books"
39783,"CreateSpace Independent Publishing Platform"
39784,"Collins Voyager"
39785,"Perseid Press"
39786,"Robert Laffont"
39787,"Suma de Letras"
39788,"Pinnacle"
39789,"InterMix"
39790,"Yearling (imprint of Random House Children's Books)"
39791,"Bantam"
39792,"Penguin Group"
39793,"State University of New York Press"
39794,"Atlas Publishing & Distributing"
39795,"Harlequin Luna"
39796,"Urban Books"
39797,"Faber & Faber"
39798,"Little, Brown and Company"
39799,""
39800,"Signet"
39801,"Penguin Books"
39802,"HarperOne"
39803,"Laurel Leaf Library"
39804,""
39805,"Penguin"
39806,"Dover Publications (Mineola, NY)"
39807,"Sourcebooks Fire"
39808,"Running Press"
39809,"Red Dress Ink"
39810,"Everyman Chess"
39811,"W. W. Norton Company"
39812,"Harper"
39813,"HarperCollins"
39814,"Orchard (NY)"
39815,""
39816,"Marvel"
39817,"Editorial Sudamericana"
39818,"Debolsillo"
39819,"دار الشروق"
39820,"Siglo Veintiuno"
39821,"Amazon Digital Services"
39822,"Onyx Books"
39823,"That's What She Said Publishing"
39824,"Princeton University Press"
39825,"HarperPaperbacks"
39826,"Carian Cole"
39827,""
39828,"Outskirts Press"
39829,"Thomas & Mercer"
39830,""
39831,"Atria/Emily Bestler Books"
39832,"Alma littera"
39833,"Bloomsbury U.S.A. Children's Books"
39834,"47North"
39835,""
39836,"Penguin"
39837,""
39838,"Casterman"
39839,"DC"
39840,"Corgi Childrens"
39841,"DK Publishing (Dorling Kindersley)"
39842,"Triskell Edizioni"
39843,"Kindle Worlds"
39844,""
39845,"Dutton"
39846,"Naval Institute Press"
39847,"Michael Wiese Productions"
39848,"Prodigy Gold Books"
39849,"Farrar, Straus and Giroux (BYR)"
39850,"Baen"
39851,"HMH Books for Young Readers"
39852,"Rodolfo Martin Vitangcol"
39853,"Newton Compton"
39854,"Head of Zeus"
39855,"Aladdin"
39856,""
39857,"Penguin Classics"
39858,"Bookouture"
39859,"Running Press"
39860,"Image Comics"
39861,"المركز الثقافي العربي"
39862,"Kodansha Comics"
39863,"Greg Kofford Books"
39864,"Alyson Books"
39865,"Κασταλία"
39866,"Bantam"
39867,"OtherLove Publishing, LLC"
39868,"Regnery Publishing"
39869,"Kitos knygos"
39870,""
39871,"Mondadori"
39872,"Gauntlet Press"
39873,"Constable"
39874,"Catapult"
39875,"Usborne Publishing Ltd"
39876,"HarperCollins"
39877,"Maria V. Snyder"
39878,"Archway Publishing"
39879,"Little, Brown Young Readers"
39880,"Square Fish"
39881,"Glénat"
39882,"Pearl Publishing, LLC"
39883,"Dark Horse Books"
39884,"Newton Compton"
39885,"Roc Trade"
39886,"Berkley"
39887,"Piatkus"
39888,""
39889,"DC"
39890,"Scholastic Press"
39891,"Montlake Romance"
39892,"Sacred Forest Publishing"
39893,"Bloomsbury YA"
39894,"Independently Published"
39895,"Linear B Editora Ltda"
39896,"Crown"
39897,"Aufbau"
39898,"HarperTrophy"
39899,"Tor Books"
39900,"Vintage"
39901,"Plume Books"
39902,"W. W. Norton Company"
39903,"Llewellyn Publications"
39904,"Feral House"
39905,"Silhouette"
39906,"Heyne"
39907,"Berkley Books"
39908,"Basic Books"
39909,"Random House Australia"
39910,"Carroll & Graf Publishers"
39911,"Destiny Image Incorporated"
39912,"Vintage"
39913,"Berkley"
39914,"Seal Books"
39915,"Bison Books"
39916,"Bantam"
39917,"Sounds True"
39918,"Moyer Bell and its subsidiaries"
39919,"Atria Books"
39920,"Pocket Books"
39921,"Indiana University Press"
39922,"Harlequin"
39923,"Bantam Books"
39924,"Penguin Books"
39925,"Distractions Ink"
39926,"Oshun Publishing Company, Incorporated"
39927,"St. Martins Press-3PL"
39928,"Charisma House"
39929,"TokyoPop"
39930,"Volo"
39931,"Berkley Books"
39932,"Anchor"
39933,"Karisto"
39934,"Veen"
39935,"MIRA"
39936,"Berrett-Koehler Publishers"
39937,"Bloomsbury Academic"
39938,"PM Press"
39939,"Vintage"
39940,"Penguin Books"
39941,"Random House"
39942,"Piatkus"
39943,"Farrar Straus Giroux"
39944,"Ariel Press"
39945,"Viz Media"
39946,"Albert Whitman Company"
39947,"McBooks Press"
39948,"Viking"
39949,"Louisiana State University Press"
39950,"Baen Books"
39951,"Crimethinc"
39952,"Modern Library"
39953,"Orbit"
39954,"Simon & Schuster (Trade Division)"
39955,"Simon & Schuster"
39956,"پارسایان"
39957,"Fawcett Crest Books"
39958,"Bantam"
39959,"Berkley Books"
39960,"Grand Central Publishing"
39961,"Scholastic"
39962,""
39963,"Random House Australia"
39964,"Simon & Schuster"
39965,"Toby Press"
39966,"Pustaka Heron"
39967,"Penguin Canada"
39968,"Multnomah Books"
39969,"Grand Central Publishing"
39970,"Gramedia Pustaka Utama"
39971,"Gallery/Permuted Press"
39972,"Aurora Publishing"
39973,"VIZ Media"
39974,"Moody Press"
39975,"Skylark"
39976,"Shogakukan"
39977,"Corgi"
39978,"HarperCollins Leadership"
39979,"Laurel Leaf Library"
39980,"Plume Books"
39981,"Harper Perennial"
39982,"Scholastic Canada"
39983,"Hatier"
39984,"Smattering Books"
39985,"Arrow"
39986,"Planète rebelle"
39987,"Philomel"
39988,"William Morrow"
39989,"Spinsters Ink"
39990,"J'ai lu"
39991,"Zondervan"
39992,"Voyager"
39993,"Picador"
39994,"DAW"
39995,"Bloomsbury USA Childrens"
39996,"Dead River Books"
39997,"Candlewick"
39998,"Signet"
39999,"Avon"
40000,"Flanker Press"
40001,"Last Gasp"
40002,"Putnam Adult"
40003,"VIZ Media LLC"
40004,"Potomac Books"
40005,"دار الشروق"
40006,"Penguin Books"
40007,"P & R Publishing"
40008,"C W Daniel"
40009,"PML Ediciones"
40010,"Lemniscaat"
40011,"مؤسسة اقرأ للنشر والتوزيع والترجمة"
40012,"Dufour Editions"
40013,"Byliner"
40014,"مؤسسة الإسلام اليوم"
40015,"Penguin Books"
40016,"Sheridan House"
40017,"Barnes & Noble"
40018,"Charisma House"
40019,"Philomel Books"
40020,"Vanguard Press"
40021,"Ecco"
40022,"Dafina Books"
40023,"AmazonEncore"
40024,""
40025,"Ballantine"
40026,"Jove Books"
40027,"Virgin Publishing"
40028,"Smashwords"
40029,"Everyman's Library"
40030,"Ulysses Press"
40031,"Hyperion Books"
40032,"Breakwater Books"
40033,"University of South Carolina Press"
40034,"TokyoPop"
40035,"Macmillan Children's Books"
40036,"Barbour Books"
40037,"Andrews McMeel Publishing"
40038,"Obsidian Mountain Publishing"
40039,""
40040,"B Books"
40041,"Dover Publications"
40042,"University of Chicago Press"
40043,"Scholastic"
40044,"La Piqueta"
40045,"Wordsworth Editions Ltd"
40046,"Penguin Books, Limited (UK)"
40047,"OMF Literature Inc."
40048,"Pan Macmillan"
40049,"Scholastic Press"
40050,"Scholastic Paperbacks"
40051,"Γράμματα"
40052,"HarperCollins"
40053,"Andrews McMeel Publishing"
40054,"Scribner"
40055,"House of Stratus"
40056,"Harvest House Publishers"
40057,"Starscape"
40058,"Baen Books"
40059,"Scholastic Paperbacks"
40060,"Hachette Books"
40061,"Del Rey"
40062,"Season Publishing"
40063,"Nesin Yayınevi"
40064,"HarperTeen"
40065,"De Bolsillo"
40066,"Berkley"
40067,"Gollancz"
40068,"Ecco Press"
40069,"LDA"
40070,"CreateSpace Independent Publishing Platform"
40071,"Image Cascade Publishing"
40072,"Puffin"
40073,"Seven Seas"
40074,"Wakefield Press"
40075,"পার্ল পাবলিকেশন্স"
40076,"Simon Pulse"
40077,"Harcourt, Brace Jovanovich/Harvest"
40078,"Methuen"
40079,"Bloomsbury USA Childrens"
40080,"Smashwords Edition"
40081,"PUFFIN"
40082,"Splatterbrain & Son"
40083,"Prabhat Prakashan"
40084,"Narodna knjiga"
40085,""
40086,"Berkley InterMix"
40087,"HarperCollins"
40088,"Pocket Star"
40089,"HarperCollins"
40090,"Bethany House Publishers"
40091,"Scholastic Inc."
40092,"Hachette Books"
40093,"Free Press"
40094,"Bantam"
40095,"Hodder and Stoughton"
40096,"International Wizard of Oz Club"
40097,""
40098,"منشورات نزار قباني"
40099,"Harper"
40100,"Createspace"
40101,"HarperCollins"
40102,"Covenant Communications"
40103,""
40104,"المركز الثقافي العربي"
40105,""
40106,"Broadway Books"
40107,"Asukīmediawākusu"
40108,"HarperElement"
40109,"HarperPerennial"
40110,"Gallimard Education"
40111,"Phaidon Press"
40112,"Headline Review"
40113,"Picador"
40114,"L.D. Davis"
40115,"Grove Press"
40116,"Tor Books"
40117,"Vanna Smythe"
40118,"Multnomah"
40119,"Anchor"
40120,"Folio"
40121,"Tyndale Momentum"
40122,"دار الفكر - بيروت"
40123,"Pocket Books"
40124,"Starscape"
40125,"Egmont"
40126,"Darussalam"
40127,"Everlasting Flames Publishing"
40128,"Soho Press"
40129,"Something Shiny Press"
40130,"Avon"
40131,"MacMillan Publishing Company"
40132,"Egmont"
40133,""
40134,""
40135,"Kerry Connor"
40136,"Oxford University Press"
40137,"Washington Square Press"
40138,"Weidenfeld & Nicolson"
40139,"Suspense Publishing"
40140,"Lili Saint Germain Publishing"
40141,"Oxford University Press, USA"
40142,"Createspace Independent Publishing Platform"
40143,"Editura Art"
40144,"Random House Trade Paperbacks"
40145,"Loose Id"
40146,"Summit Books"
40147,"Pocket Books"
40148,"Angry Robot"
40149,"Avon Books"
40150,"UA-Books"
40151,"Arléa"
40152,"Dial Books"
40153,"DVA"
40154,"Bloomsbury USA Childrens"
40155,""
40156,"Disney-Hyperion"
40157,"Createspace Independent Publishing Platform"
40158,"St. Martin's Griffin"
40159,"Orion Publishing Group"
40160,"Zaman"
40161,"Kensington"
40162,"Virginia Kantra"
40163,"Little, Brown and Company"
40164,"Everyman's Library"
40165,"HarperCollins"
40166,"Roc"
40167,"Pocket Star"
40168,"Rak Buku"
40169,"Transform Press"
40170,"Dial Press Trade Paperback"
40171,""
40172,"Chicago Review Press"
40173,"Berkley"
40174,"Red Iris Books"
40175,"Foreign Languages Publishing House"
40176,""
40177,"Millennium"
40178,"E.L. Publishing"
40179,"Gold Eagle"
40180,"Assimil France"
40181,"Kings Farspan"
40182,"Thomas Nelson"
40183,""
40184,"Baker Books"
40185,"Einaudi / Mondadori"
40186,"Storey Publishing, LLC"
40187,"Little, Brown Book Group"
40188,"Random House Books for Young Readers"
40189,"Young Ink Press"
40190,""
40191,"Vintage Books"
40192,"Harvill Secker"
40193,"Del Rey"
40194,"Villard"
40195,"Henry Holt & Company"
40196,"Wordsworth Editions"
40197,"Amulet Books"
40198,""
40199,"Dreamspinner Press"
40200,"Little, Brown Book Group"
40201,"Ilm o Irfan Publishers"
40202,"Pantheon"
40203,"Jonathan Cape"
40204,"Marvel"
40205,"Write House Publishing"
40206,"Scholastic Press"
40207,"ბაკურ სულაკაურის გამომცემლობა"
40208,"دار ميريت"
40209,"Kodansha"
40210,"Modern Library"
40211,"Ballantine Books"
40212,"Dreamspinner Press"
40213,"Candlemark & Gleam"
40214,"Sophia Institute Press"
40215,""
40216,"Damm Förlag"
40217,"Little, Brown"
40218,"Simon & Schuster"
40219,"Tellerup"
40220,""
40221,"Marvel"
40222,"Katherine Tegen Books"
40223,""
40224,"Ballantine Books"
40225,"Createspace Independent Publishing Platform"
40226,"Orion"
40227,"Penny Greenhorn"
40228,"HMH Books for Young Readers"
40229,"Origami Edizioni"
40230,""
40231,"Random House Books for Young Readers"
40232,"DC Comics"
40233,"Headline"
40234,"GagasMedia"
40235,"Feelings"
40236,"Avon"
40237,"William B. Eerdmans Publishing Company"
40238,"Marenostrum"
40239,"Erin Noelle"
40240,"Beacon Press"
40241,"Outskirts Press, Inc"
40242,"دار الآداب - بيروت"
40243,"Aspect"
40244,""
40245,"AmazonEncore"
40246,"Anchor Books"
40247,"HarperCollins"
40248,"Atria Books"
40249,"Rayne Hall"
40250,"Dark Horse Books"
40251,""
40252,"Mary Amy Parker"
40253,"Polka Dot Publishing"
40254,"Wise Ink Creative Publishing"
40255,"Simon & Schuster"
40256,""
40257,"Byron Goines"
40258,"Pan"
40259,"Egmont Books (UK)"
40260,"Arrow (Young)"
40261,"Bliss Ink LLC"
40262,"Orange Cat Publishing"
40263,"Multnomah"
40264,"Bethany House Publishers"
40265,"Kensington Books"
40266,""
40267,""
40268,"Simon Spotlight"
40269,"Dell Publishing Company"
40270,"Jeannine Colette"
40271,"Amazon"
40272,"ReganBooks"
40273,"Yapı Kredi Yayınları"
40274,"Not Avail"
40275,"White Wolf Games Studio"
40276,"Vermilion"
40277,"Penguin Books"
40278,"Mysterious Press"
40279,"Tor"
40280,"Zysk i S-ka"
40281,"Waterhouse Press LLC"
40282,"Schiffer Publishing"
40283,"Plon"
40284,"Popular Library"
40285,""
40286,"Ace"
40287,"Simon Pulse"
40288,"Living Books"
40289,"Souvenir Press Ltd"
40290,""
40291,"Houghton Mifflin Harcourt"
40292,""
40293,"Nabu Press"
40294,"Faber & Faber"
40295,"Gallery Books"
40296,"Simon & Schuster UK"
40297,"Signet"
40298,"Simon Schuster"
40299,"Hodder & Stoughton"
40300,""
40301,"Laurel Leaf"
40302,"Penguin"
40303,"Harry N. Abrams"
40304,""
40305,"Da Capo Press"
40306,"HarperCollins"
40307,"Sourcebooks Young Readers"
40308,"Orchard (NY)"
40309,"Orion Publishing"
40310,"ibooks graphic novels"
40311,"Penguin Classics"
40312,"Alfaguara"
40313,"دار الشروق"
40314,"Harper"
40315,"St. Martin's Press"
40316,"Adelphi"
40317,"Kindle Worlds"
40318,""
40319,"Love Works Entertainment"
40320,""
40321,"Rowohlt TB-V."
40322,"Atria/Emily Bestler Books"
40323,"Candlewick Press"
40324,"Alma littera"
40325,"Bloomsbury Publishing PLC"
40326,"Disney Press"
40327,"Delacorte Press"
40328,"47North"
40329,"Fayard"
40330,"Arrow Random House"
40331,"Lust for Living"
40332,"DC"
40333,"Yearling"
40334,"Titan Books"
40335,"Pocket Star Books"
40336,"Ink Blot Communications"
40337,""
40338,"Lynx"
40339,"Prodigy Gold Books"
40340,"Berkley"
40341,"Penguin"
40342,"Rodolfo Martin Vitangcol"
40343,"Newton Compton"
40344,"Knopf"
40345,"Ciela"
40346,"Shadow Mountain"
40347,"W. W. Norton & Company"
40348,"Aladdin"
40349,"Image Comics"
40350,""
40351,"Kodansha Comics"
40352,"Sterling"
40353,"Κέδρος"
40354,"Razorbill"
40355,"Visible Ink Press"
40356,"Amazon Digital Services"
40357,"Oasis Audio"
40358,"Crown"
40359,"McSweeney's"
40360,"Interlude Press"
40361,"Metodika"
40362,"Catapult"
40363,"Henry Holt and Co. (BYR)"
40364,""
40365,"Gallery Books"
40366,""
40367,"Little, Brown and Company"
40368,"Scholastic Inc."
40369,"Little, Brown Young Readers"
40370,"KADOKAWA"
40371,"Peachtree Publishing Company"
40372,"Feiwel & Friends"
40373,"Boondocks Books"
40374,"First Second"
40375,"Mondadori"
40376,""
40377,"St. Martin's Griffin"
40378,"Neputns"
40379,""
40380,"Praeger"
40381,"MADRAS"
40382,""
40383,"Tokyopop"
40384,"Gollancz"
40385,"Black Swan"
40386,"Harvard University Press"
40387,"Llewellyn Publications"
40388,"Tan Books & Publishers"
40389,"Diogenes"
40390,"Kessinger Publishing"
40391,"Berkley"
40392,"Aladdin"
40393,"HarperCollins"
40394,"Basic Books"
40395,"Milkweed Editions"
40396,"Clarion Books"
40397,"Da Capo Lifelong Books"
40398,"Osho International Foundation"
40399,"Atria Books"
40400,"Círculo de lectores"
40401,"Three Rivers Press"
40402,"G.P. Putnam's Sons"
40403,""
40404,"Da Capo Press"
40405,"Deutscher Taschenbuch Verlag"
40406,"Vintage"
40407,"Creation House"
40408,"Tokyopop"
40409,"Volo"
40410,"Washington Square Press"
40411,"Punto de Lectura"
40412,"Karisto"
40413,"Pocket Books"
40414,"Keokee Company Publishing"
40415,"MIRA"
40416,"DAR! Mizan"
40417,"Del Rey"
40418,"Ariel Press"
40419,"Random House"
40420,"VIZ Media LLC"
40421,"Albert Whitman Company"
40422,"Science Fiction Book Club"
40423,"Chronicle Books"
40424,"McBooks Press"
40425,"Bukune"
40426,"Penguin India"
40427,"Crimethinc"
40428,"Simon Pulse"
40429,"Drawn and Quarterly"
40430,"Penguin Classics"
40431,"Silhouette Books"
40432,""
40433,"Издательство Детской Литературы"
40434,"Bethany House"
40435,"Walker Books for Young Readers"
40436,"Simon & Schuster"
40437,"iUniverse"
40438,"Pan Books"
40439,"Silhouette"
40440,"Scholastic"
40441,"Goldmann"
40442,"BiblioLife"
40443,"Puffin Books"
40444,"Createspace Independent Publishing Platform"
40445,"Toby Press"
40446,"Orion Publishing Group"
40447,"Avon Books"
40448,"Del Rey"
40449,"Gramedia Pustaka Utama"
40450,"Digital Manga Publishing"
40451,"Ballantine Books"
40452,"Signet"
40453,"VIZ Media"
40454,"Roc"
40455,"Moody Publishers"
40456,"Zondervan"
40457,"Skylark"
40458,"Berkley Books"
40459,"Delacorte Books for Young Readers"
40460,"Shogakukan"
40461,"Anchor"
40462,"Transworld Publishers"
40463,"Center Street"
40464,"Roc"
40465,"Laurel Leaf"
